sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
106,-0.011641603,-0.003233403,-0.0061274953,-0.004230164,-0.0075037125,0.0005389396,-0.013396896,0.006494444,MGS4
107,0.008316983,0.00089891255,0.017826077,-0.0128856525,0.0018507782,0.0054714326,-0.007780418,-0.028203119,MGS4
116,-0.005106356,0.0018805414,-0.012614727,0.0047022775,0.005009318,-0.002273215,-0.0027528703,0.009494852,MGS4
124,-0.006351631,0.0041101426,0.0038219504,0.0080191195,-0.0011683013,0.008519316,-0.0028172582,-0.00856382,MGS4
125,-0.0044801943,0.006521359,0.006434854,-0.013898112,0.0040288046,-0.0032940786,-0.00457374,-0.0042184778,MGS4
133,-0.004907351,-0.0016563982,0.013192546,-0.0115281865,0.009855071,0.0069680605,-0.01216878,-0.012529012,MGS4
148,-0.0067505687,-0.008974515,-0.00031300262,-0.009566523,0.009230534,-0.012585333,-0.010271512,-0.0138922855,MGS4
150,0.011855591,0.00565584,0.02683675,-0.008768253,-0.020836418,0.005205715,-0.005275771,-0.02121484,MGS4
157,0.007503893,-0.004084468,-0.0011779107,0.008442275,-0.006590264,0.010393919,0.009859279,0.009498771,MGS4
160,-0.0062704645,-0.010244697,0.001995515,0.0014553443,-0.014280384,0.0016139541,-0.001743257,-0.020809174,MGS4
178,0.012919966,-0.012562558,-0.000102523714,0.008470945,-0.0016851332,0.0013834331,-0.009021297,0.011598181,MGS4
198,-0.009398278,0.006688297,0.006266251,-0.0077186152,-0.005284831,-0.017167905,0.010437451,-0.001565557,MGS4
203,0.001863543,0.009359017,-0.0038064457,-0.008226555,-0.0013425872,0.0008977521,-0.008080944,-0.016443577,MGS4
209,-0.0112743415,0.00266169,0.0032117777,0.004874997,-0.011473342,-0.013171883,-0.015555188,-0.011299152,MGS4
223,0.0074801035,-0.00014738739,0.00056710467,-0.0021471307,0.014273414,-0.009656599,-0.0013631433,0.0028151758,MGS4
224,0.00053431466,0.0010474101,0.0012272932,-0.0030113533,-0.013818463,5.8138743e-05,-0.012043051,0.0016071908,MGS4
226,-0.016544055,0.0016266182,0.00961281,0.012907773,0.005455585,0.0024650637,0.013706282,-0.010510284,MGS4
228,0.012724232,-0.0019608438,-0.0023245625,-0.006205924,-0.0019818712,-0.00776325,-0.0032320619,-0.00968257,MGS4
232,-0.009416316,0.003433898,0.0010686405,-0.008842073,0.0092871655,0.011600876,0.0029712915,-0.019899037,MGS4
234,0.009317402,-0.0012735128,0.004709985,-0.007353179,0.0050222,-0.005596483,-0.0014865473,0.008739915,MGS4
249,-0.0006248839,-0.00906378,0.003533315,-0.0002997741,-0.0058766585,-0.0075521525,-0.010846093,0.0032347776,MGS4
253,-0.0069509707,-0.008910865,-0.001876764,-0.007517867,0.003933223,0.007964419,-0.0063654184,0.008011889,MGS4
270,-0.0033823736,-0.0019941628,-0.00839423,-0.007731296,-0.0075363796,-0.00216325,-0.004542671,-0.00030722097,MGS4
272,-0.018769698,0.0026622862,0.0074721985,-0.009081297,-0.006804347,0.00343615,-0.008587427,0.0014738254,MGS4
280,-0.002680432,-0.004226312,-0.0072801895,-0.003389813,0.005123118,-0.028496807,-0.015174612,0.00055070594,MGS4
284,0.0020855218,0.004367076,0.013352174,-0.011666529,-0.011118401,-0.0088306945,-0.00733719,0.0014953688,MGS4
294,0.022697736,0.018270805,0.05401064,-0.014330529,0.032339312,-0.00073361956,-0.01017563,-0.03759918,MGS4
300,0.00485548,-0.0056660473,-0.018039946,-0.0007973686,0.0011609811,0.0035390202,0.003520675,-0.010559563,MGS4
302,0.002882544,-0.01143381,-0.00052903965,7.111579e-05,0.0025928859,-8.4673986e-05,0.007855527,-0.010643017,MGS4
334,-0.0017683618,0.0024913326,-0.005439982,-0.0024919584,-0.013853492,0.0048336573,-0.0014491156,-0.0060245283,MGS4
364,-0.00057306513,0.00023217499,-0.009031881,-0.0012079403,-0.006732365,-0.005641466,-0.0052627325,-0.0023181327,MGS4
383,0.0014738403,-0.0043972433,-0.019263778,0.0039883927,-0.015841993,-0.004769964,-0.003605187,-0.0011049025,MGS4
388,-0.016192,0.006211683,0.0059030466,-0.0015559122,-0.012886493,-0.009273017,-0.004026741,0.012894329,MGS4
397,0.0010697506,0.00835751,0.0023101307,0.005360663,-0.005865125,-0.013042828,0.0032447875,-0.00230778,MGS4
403,0.0052675866,0.015504137,-0.007465888,0.00010905042,0.008928077,-0.0043089706,-0.0033554435,-0.0030731633,MGS4
