sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
416,0.028312782,-0.022072043,0.025189746,0.020333808,-0.0027226093,-0.005050482,0.0013849486,-0.030779937,MGS4
417,0.008197332,-0.015864957,0.047891963,0.009525489,-0.010180123,-0.011741692,0.02299699,0.00963393,MGS4
419,0.014715815,-0.047942493,0.06126662,0.04216848,-0.012375895,0.0007163938,0.022200605,-0.017718831,MGS4
420,-0.0029054042,-0.02836546,0.013115987,0.019836854,0.012938537,0.012581458,-0.008994096,-0.026635565,MGS4
428,0.1481182,-0.15338321,0.18883373,0.09686129,0.023559771,0.048588403,0.09171162,0.0379595,MGS4
437,0.003452858,-0.017082643,-0.007810984,-0.010126736,-0.012668863,0.0018160548,-0.0116158975,0.011552615,MGS4
451,-0.003238542,-0.02876399,0.017769586,-0.0061277486,0.0076865074,-0.0061628837,-0.008012447,0.016188996,MGS4
459,0.017410928,-0.024696026,0.036137637,0.029328566,-0.008976705,-0.0060949866,0.004271944,0.010322263,MGS4
473,0.0024051405,-0.011455558,0.021951783,0.017702457,-0.009491183,-0.011992926,0.009973061,-0.0019933376,MGS4
477,0.0012730155,-0.02543234,0.01904608,0.0017897002,-0.017378308,-0.018719094,0.017738337,0.009393593,MGS4
484,0.0095687155,-0.012772307,0.014917832,0.0012603216,-0.016661562,0.0014992263,-0.0048579043,0.0096572805,MGS4
497,0.01767614,-0.036655217,0.030879173,0.041870367,0.0042240215,-0.012250746,0.014359084,0.011344267,MGS4
509,-0.028977027,0.030744825,-0.019176476,-0.013534714,0.012092788,-0.0040006433,-0.0062978594,-0.00019830652,MGS4
515,0.03034603,-0.08102439,0.04818542,0.06610392,0.017832711,-0.014694447,0.031236416,0.015005035,MGS4
516,0.049016707,-0.11194326,0.08710252,0.06040899,0.005547114,0.017585998,0.02306894,-0.014438869,MGS4
521,0.022932375,-0.021154072,0.028106336,0.016694602,-0.004236534,-0.0003829915,0.00729308,0.00033578835,MGS4
523,0.109457426,-0.1117266,0.16464718,0.1491187,-0.054110102,0.063626416,0.053468857,-0.04858519,MGS4
