"gene","frequency"
"IGHMBP2",1
"IGIP",1
"IMPG1",1
"INIP",1
"INO80",1
"INPP4A",1
"INPPL1",1
"INTS10",1
"INTS8",1
"IP6K1",1
"IPO8",1
"IQCE",1
"ITFG2",1
"ITGB1BP1",1
"ITM2B",1
"ITM2C",1
"ITPK1",1
"ITSN1",1
"ITSN2",1
"IWS1",1
"JKAMP",1
"JRKL",1
"JTB",1
"KAT6B",1
"KCMF1",1
"KCNC2",1
"KCND3",1
"KCNJ9",1
"KCTD13",1
"KCTD2",1
"KDELR1",1
"KDM2A",1
"KDM8",1
"KEAP1",1
"KHSRP",1
"KIAA0232",1
"KIAA0513",1
"KIAA0753",1
"KIAA0895L",1
"KIF1A",1
"KIF2A",1
"KLC1",1
"KLC4",1
"KLHL2",1
"KLHL22",1
"KLHL9",1
"KMT5B",1
"KRR1",1
"KTN1",1
"LARP1",1
"LCLAT1",1
"LCMT1",1
"LEPROTL1",1
"LHFPL4",1
"LNPEP",1
"LRCH3",1
"LRIG1",1
"LRP6",1
"LRRC41",1
"LRRC58",1
"LSM14B",1
"LUC7L3",1
"LZTFL1",1
"MAD1L1",1
"MAGEH1",1
"MAGI1",1
"MAML1",1
"MAN2C1",1
"MANBAL",1
"MAP2K2",1
"MAP3K4",1
"MAP4K3",1
"MAP7",1
"MAPK10",1
"MAPK6",1
"MAPK8IP1",1
"MAPK9",1
"MAPKAPK5",1
"MAPRE2",1
"MARCH6",1
"MARK1",1
"MARK2",1
"MAU2",1
"MBD2",1
"MBOAT2",1
"MCRS1",1
"MEAF6",1
"MECP2",1
"MED13",1
"MED24",1
"MED28",1
"MED4",1
"MEN1",1
"MESDC2",1
"METAP2",1
"MFSD14A",1
"MGA",1
"MGAT5",1
"MIA3",1
"MID1",1
"MIS12",1
"MKRN1",1
"MLLT4",1
"MOAP1",1
"MOB2",1
"MOB3A",1
"MOGS",1
"MON2",1
"MORC2",1
"MRPL2",1
"MRPL32",1
"MRPL52",1
"MRPL53",1
"MRPS14",1
"MRPS18B",1
"MRPS27",1
"MSANTD4",1
"MSI2",1
"MSN",1
"MSRB2",1
"MSRB3",1
"MTA2",1
"MTDH",1
"MTF2",1
"MTFR1L",1
"MTMR6",1
"MTPAP",1
"MTX3",1
"MYDGF",1
"MYL12B",1
"MYO5A",1
"MYO7A",1
"MYO9B",1
"NAA10",1
"NAA50",1
"NAT10",1
"NAXD",1
"NBEAL1",1
"NBR1",1
"NCAPD2",1
"NCOA2",1
"NCOA6",1
"NCOR1",1
"NDNF",1
"NDRG3",1
"NDUFA9",1
"NDUFB1",1
"NDUFB10",1
"NEBL",1
"NEDD1",1
"NEDD8",1
"NENF",1
"NEPRO",1
"NF2",1
"NFATC2IP",1
"NFE2L1",1
"NFRKB",1
"NFS1",1
"NFX1",1
"NHLRC2",1
"NKIRAS2",1
"NLGN2",1
"NLRP1",1
"NMD3",1
"NOL4L",1
"NOL6",1
"NOLC1",1
"NONO",1
"NOVA1",1
"NOVA2",1
"NR3C2",1
"NRBP1",1
"NRDC",1
"NRXN1",1
"NSF",1
"NSFL1C",1
"NUB1",1
"NUCKS1",1
"NUDC",1
"NUDCD1",1
"NUDT3",1
"NUDT9",1
"NUMA1",1
"NUP155",1
"NUP62",1
"NUP98",1
"OARD1",1
"OGFOD1",1
"OLA1",1
"OMA1",1
"OPCML",1
"ORC3",1
"ORC4",1
"OSBPL1A",1
"OSBPL2",1
"OSBPL9",1
"OSER1-AS1",1
"OSTM1",1
"OTUD4",1
"OTUD7B",1
"PA2G4",1
"PAFAH1B1",1
"PAM",1
"PAN3",1
"PARK7",1
"PARM1",1
"PARVA",1
"PAXBP1",1
"PAXIP1",1
"PBX2",1
"PCBP1",1
"PCBP3",1
"PCDH10",1
"PCDH15",1
"PCDH9",1
"PCNP",1
"PCYOX1",1
"PDE4DIP",1
"PDE6D",1
"PDHA1",1
"PDHB",1
"PDPK1",1
"PDXK",1
"PEF1",1
"PELI3",1
"PELP1",1
"PFKM",1
"PFN2",1
"PGAM1",1
"PHACTR2",1
"PHB",1
"PHF1",1
"PHF12",1
"PHF3",1
"PHF6",1
"PHF8",1
"PHKG2",1
"PHLPP1",1
"PHPT1",1
"PHTF2",1
"PHYHIPL",1
"PI4KA",1
"PIGO",1
"PIK3C2A",1
"PIK3C2B",1
"PIN1",1
"PINK1",1
"PIP4K2B",1
"PISD",1
"PKN2",1
"PKP4",1
"PLA2G12A",1
"PLA2G6",1
"PLAGL2",1
"PLCL2",1
"PLEKHM2",1
"PLPPR4",1
"PNPLA6",1
"PODXL2",1
"POLD3",1
"POLDIP2",1
"POLI",1
"POLR2C",1
"POLR2E",1
"POLR2G",1
"POLR2H",1
"POLR3D",1
"POLR3H",1
"POMP",1
"POP4",1
"PPARD",1
"PPFIA1",1
"PPIA",1
"PPIG",1
"PPM1B",1
"PPM1K",1
"PPM1L",1
"PPP1CB",1
"PPP1R13B",1
"PPP1R2",1
"PPP1R26",1
"PPP1R3F",1
"PPP1R9B",1
"PPP2R2A",1
"PPP2R5D",1
"PPP3CB",1
"PPP5C",1
"PPP6R1",1
"PPP6R2",1
"PPP6R3",1
"PPT1",1
"PRCC",1
"PRDM2",1
"PRDX1",1
"PRELID1",1
"PREPL",1
"PRKAB1",1
"PRKACB",1
"PRKAG1",1
"PRKCB",1
"PRKCSH",1
"PRMT1",1
"PRMT3",1
"PROSER1",1
"PRPF19",1
"PRPF4",1
"PRPF40A",1
"PRPF4B",1
"PRR14",1
"PRRC2C",1
"PSAP",1
"PSD",1
"PSMA1",1
"PSMA2",1
"PSMA5",1
"PSMB3",1
"PSMC2",1
"PSMC3",1
"PSMC4",1
"PSMD1",1
"PSMD10",1
"PSMD2",1
"PSMD6",1
"PSMD7",1
"PSMD8",1
"PSMD9",1
"PTGES3",1
"PTPA",1
"PTPMT1",1
"PTPN2",1
"PTPN23",1
"PTPRA",1
"PTPRJ",1
"PWP1",1
"PWWP2A",1
"R3HCC1",1
"R3HDM2",1
"RAB10",1
"RAB11A",1
"RAB11FIP2",1
"RAB1B",1
"RAB21",1
"RAB30",1
"RAB3A",1
"RAB3GAP2",1
"RAB5B",1
"RAB7A",1
"RABEP1",1
"RABGAP1L",1
"RAD1",1
"RAD21",1
"RAF1",1
"RALGAPB",1
"RALY",1
"RANBP2",1
"RAP1B",1
"RASA1",1
"RAVER2",1
"RBBP5",1
"RBFOX2",1
"RBL2",1
"RBM26",1
"RBM27",1
"RCBTB1",1
"RDH11",1
"REEP3",1
"REPIN1",1
"RFX3",1
"RGS7",1
"RHOBTB2",1
"RIC8B",1
"RIF1",1
"RING1",1
"RINT1",1
"RMDN1",1
"RNF11",1
"RNF111",1
"RNF123",1
"RNF13",1
"RNF138",1
"RNF157",1
"RNF170",1
"RNF187",1
"RNF5",1
"RNPS1",1
"ROBO2",1
"RPA1",1
