,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
394,-0.09692169,-0.71755296,0.15919958,-0.8240064,-0.15136443,0.3178673,-0.078382984,0.24881169,-0.261598,0.07589166,-0.28650072,-0.24569088,0.64529306,-0.507378,0.544092,0.30940348,0.13171712,0.13831393,0.07586992,0.4817511,0.33690447,0.79388815,-0.035848446,-0.039567314,0.46796697,0.34948832,-0.22758365,-0.38936102,0.5009883,-0.6414055,0.46782258,-0.12982222
396,-0.5969364,-0.115009904,0.050590746,-0.058416143,-0.40035138,0.6715296,0.6828999,-0.19217078,-0.62269723,1.3664123,-0.20793962,-0.22385548,-0.38798437,-0.07543315,-0.102060094,0.52392316,0.25570273,0.25994793,-0.34176868,-0.29838863,-0.009157861,-0.17919698,1.0787823,0.2568013,-0.1761128,0.1546042,0.17519978,0.31978875,0.4792665,-0.88869745,-0.05847795,0.83791983
397,-0.25126418,-0.625383,-0.12583211,-0.13574408,-0.2689188,-0.1730215,0.2698233,-0.18178616,-0.48936537,0.3594312,0.31452313,-0.5401362,0.32886922,0.20750557,0.05498872,-0.20559521,-0.115172066,-0.071360245,0.4090118,0.3469466,0.29093826,0.019061299,0.5982075,0.44528592,0.12918116,0.004796099,-0.16740088,-0.27187994,0.32842898,-0.76913214,-0.5184766,-0.48645967
403,-0.21385713,0.0772942,0.3345373,-0.070138946,-0.04455318,-0.17135191,0.09845447,0.55847645,0.1539334,0.64199865,0.16028747,0.004373072,0.93172914,-0.24890985,-0.01740631,0.90654397,0.27895358,0.3355824,-0.04036239,-0.15882497,0.5094455,0.09674299,0.22884843,-0.09056187,-0.245816,-0.10107428,-0.6618083,0.032095462,0.13557099,-0.5853931,0.09900175,0.1236313
404,-0.16258073,-0.31977683,0.31031394,0.35193634,0.24559157,-0.5813384,0.08751771,0.27415073,0.16177483,-0.3244953,-0.44075996,0.080771364,0.6861034,-0.23024854,0.008203985,0.59518874,0.4206022,-0.038960904,-0.32996377,0.21084712,-0.17941755,0.8440137,0.6185605,0.26720577,-0.15416662,-0.15011807,0.17226586,1.1766902,-0.295226,-1.0746536,0.7866905,0.33500987
405,0.21198203,-0.74365586,-0.01778018,-0.72468835,0.269507,-0.57573146,0.59469795,0.46961632,-0.0525994,-0.003671833,-0.52221215,0.5140729,-0.061069492,-0.7315794,-0.3871481,0.77632165,0.8829814,-0.2709882,0.36714074,0.46295005,-0.5896292,0.16168179,1.0771325,-0.19676395,-0.15427867,0.5417676,-0.40338445,-0.20222498,0.1591974,-0.23634715,0.625911,-0.053780727
406,-0.025521092,-0.3433022,0.37565708,-0.60477936,0.22585784,-0.9361117,-0.22280326,-0.29362494,0.3406709,-0.6269785,-0.11807442,-0.1537158,0.057047714,0.025564441,-0.12462624,0.12504756,0.5627308,0.2302596,0.24659498,-0.38712344,-0.26033795,0.78146005,0.45399863,0.25425628,0.23896392,0.24770568,-0.5043726,0.30085886,1.1579338,-0.4506433,-0.33352846,1.0050517
411,-1.0539454,-0.23897193,0.14518489,0.30343282,0.99180955,0.33798847,0.63714916,0.2677056,-0.1919853,0.21066001,0.38785973,0.51287335,-0.28406858,-0.34363008,0.093878,-0.5796397,0.37911177,0.5243769,-0.29334906,0.10115234,0.5787458,0.9611335,-0.058641218,0.080252394,-0.17013998,0.42589676,-0.42194948,0.8252392,0.3460914,-0.25923237,-0.46347946,-0.05381607
413,0.7675908,0.21799614,-0.047317408,-0.4338892,0.028162954,-0.7107911,0.63727266,0.49380156,0.5591828,0.6182974,0.3171517,-0.6307995,-0.011428195,0.4740454,0.3108786,-0.29737172,0.5419797,-0.61863863,-0.3401002,-0.4355408,0.13426581,0.6762736,0.99424404,0.44563627,-0.14458524,-0.31677464,-0.44676986,-0.2268029,0.38359103,-0.24310477,0.6304119,0.38151044
414,-0.68369013,-0.4770045,0.09429159,-0.18079859,-0.5366503,-0.019655492,0.39707953,-0.2819378,-0.37386197,0.42143804,0.26392493,-0.54054564,0.31464317,0.122948915,-0.35289702,-0.5987955,-0.1700184,0.17291583,0.7885264,-0.11337682,0.4063471,0.40116784,0.25818175,0.8141621,-0.38046002,0.44228515,-0.6501753,0.2279339,0.124121085,-0.9032982,-0.20130144,-0.74858344
415,-0.12373509,-0.48981628,-0.070490494,-0.39041993,-0.43249437,0.52007055,0.24725382,-0.8725264,-0.046530284,0.07671343,-0.14315166,-0.7584235,0.23214899,-0.49745923,-0.7432126,-0.5946562,-0.07247604,0.8999015,-0.111006096,-0.16199979,0.73697126,-0.025455624,0.5341452,0.4623151,-0.35393932,0.92968,-0.16282007,-0.11049457,-0.14151907,-0.647443,0.46195185,-0.1814078
416,-0.40980786,-0.9287378,-0.12368241,-0.55639535,0.21110688,0.41373822,0.79290235,-0.20232998,-0.2012432,0.722342,-0.5790888,0.29489687,0.03485425,-0.34577197,0.82016236,0.6529859,-0.037036687,0.023265243,-0.95992374,0.21178839,-0.3124045,0.06237402,0.7429375,0.4409276,-0.116291486,0.87470275,-0.6830426,-0.39327347,0.77457523,-0.48769516,-0.47320074,0.3289442
417,0.55434555,-0.7896326,0.9513317,0.113352604,-0.18210118,0.17747867,0.96294874,-0.5178472,-0.04008703,0.19840151,-0.42123404,-0.6417026,-0.8918102,0.3281259,0.3042072,0.73880905,0.10939136,0.38289618,-0.2930093,0.15972288,0.13851936,-0.051247716,0.58836126,0.48523107,-1.1272131,0.3327104,-0.18989465,0.33482438,-0.020210283,-0.24344453,-0.5862303,0.4346908
419,0.18300045,-0.33040223,0.89879423,-0.47918648,0.99404734,-0.30658835,0.45962307,0.6152579,-0.4441737,0.105478376,-0.18919702,-0.38978598,-0.12988918,-0.19535118,0.31093392,-0.08348341,-0.04423001,0.6589756,-0.24271429,0.5700832,0.4659177,0.19710375,0.7827773,0.116353564,-0.77666116,0.36471227,-0.05788823,0.15521285,0.21276192,-0.05328622,-0.6719366,-0.63526785
420,-0.72043353,-0.3707452,0.058795415,-0.61195344,-0.29667288,0.16221847,0.19274251,-0.32049286,-0.1846148,0.67731297,0.2552405,-0.1575258,0.7271807,-0.9092596,0.36102974,-0.11997478,-0.14098775,0.4381264,-0.5117706,-0.11783881,0.13651943,0.083507024,1.1255736,0.27338296,0.73791367,0.5068264,0.12088367,-0.7975888,0.34587252,-0.17254446,-0.2980315,-0.36786467
425,-0.18525757,-0.39019457,0.25276887,0.47769448,0.33432937,0.14841612,0.697287,-0.4425501,0.14565535,0.15129901,0.3326078,-0.11025824,-0.13464598,-0.12374798,-0.10478471,-0.09599894,-0.29830834,0.037911594,0.15995488,0.23143326,-0.080236234,0.6740609,0.5843917,0.05398335,0.2960147,-0.15736298,-0.018566333,-0.21357746,0.053271968,-0.21820296,0.72396064,-0.010570937
428,0.2977219,-0.05947503,-0.18908389,0.4338544,-1.1323919,0.5230599,-0.13508144,-0.7617552,-0.27796376,-0.14742064,0.14129707,-0.2610704,-0.09578488,-0.93046135,-0.13728724,-0.38257483,-0.106591135,-0.039551914,0.3371119,0.6173563,0.2905672,0.35235655,0.84435886,-0.13819048,0.17767595,-0.68018687,-0.85825884,-0.037099414,0.862787,-0.29688492,-0.4531835,0.22347492
437,-0.30510366,-0.8125103,0.7297372,-0.04442652,0.116367765,0.09292114,0.19089426,0.6349939,-0.41140744,0.8810145,-0.068428576,-0.19691017,0.4112506,-0.29559773,-0.4475273,0.9386134,0.9276556,0.14075322,-0.09866846,0.20714866,0.1023427,-0.16119422,0.44825035,0.028685495,-0.49843583,-0.3685066,-0.14983243,0.15514942,-0.37884575,-0.4396432,0.08639891,0.24972087
447,0.47621363,-0.7427364,0.34922484,-0.18903926,-0.2466528,-0.28586292,0.33701447,0.14875112,0.24989083,0.41179547,-0.30468076,-0.07081083,-0.4413531,0.050968513,0.6090539,0.2315524,0.66103274,0.37440184,0.43217558,-0.124056384,0.43933153,0.3194223,0.6219085,-0.13222548,-0.7195478,0.57149583,-0.055943325,-0.25299457,-0.03741411,-0.124872275,-0.3041781,0.2207016
451,0.024795627,-0.20591694,0.31162596,0.2129157,0.09217521,0.07829598,-0.076787405,-1.0124266,0.20018886,0.4113903,0.005604084,-0.23098284,0.8748682,-0.74355483,0.17035645,0.20823136,0.5396711,1.0039706,-0.1985963,-0.52738607,0.24250567,0.22982772,0.6983704,-0.031382907,-0.4468217,-0.07532118,-0.29193503,-0.9402485,0.63519824,-0.27303502,-0.40720198,0.42619374
452,0.11450411,0.2893145,0.58964044,0.3334537,-0.5423558,-0.48948008,0.5127066,0.507978,0.52132654,-0.18830565,-0.49217075,-0.1347717,0.027937716,-0.15180792,0.35220242,-0.074417256,0.835687,-0.097272106,0.10277943,0.35931462,0.14621481,-0.06598988,1.2017826,0.28914103,0.13844289,-0.61852,-0.14525513,0.16467667,0.9077668,0.061709378,-0.34995595,0.59973586
459,-0.39138997,-0.78052896,0.81546247,-0.40449524,-0.45110804,-0.6405422,0.73891264,0.7808586,0.32747847,0.5185391,0.49939415,-1.012431,-0.027568948,0.64795166,-0.13965541,-0.649482,-0.3498851,-0.44263375,0.33438691,-0.110911906,0.010354668,0.8455788,0.55234855,0.9310126,0.45654273,-0.19055425,-0.20980154,0.6952283,0.16857594,0.05217346,-0.44529212,-0.5206711
466,-0.3659265,-0.014613058,1.1234409,-0.21410038,-0.732418,-0.098032735,0.611261,0.3616807,0.3468717,0.051292602,-0.07137144,-0.13023007,0.88715744,-0.3999674,0.004861731,-0.19494276,0.2595446,0.6664449,-0.080681466,0.06652739,0.57869625,-0.27800828,0.6912035,0.25137663,-0.32022533,-0.46249256,-0.12759827,-0.29216084,0.47568998,0.27366972,-0.44753814,-0.068503894
468,0.16001794,-0.50575787,0.31549355,-0.36531764,-0.14982633,-0.04871807,1.404956,-0.094988726,0.022336723,-0.2736651,0.03533235,0.13175721,0.5015471,-0.3468078,-0.7122793,-0.07832355,0.07977719,0.5331709,0.33354363,0.017211968,0.22833458,0.15839352,-0.24092232,0.050684396,-0.78782654,-0.07988273,-0.6184289,0.24741934,0.14931403,-1.0636172,0.22120401,0.06662477
473,-0.2342948,-0.018989349,0.250113,-0.15153976,0.2828829,-0.64125353,0.121957414,0.4435836,0.40738195,0.2639293,-0.586672,-0.19550698,0.42385095,-0.24410424,-0.08414814,-0.3505484,-0.4213487,0.33629245,-0.16249728,0.5952288,0.56843525,0.5829096,0.3137744,-0.31815735,0.28775644,0.42569944,0.15321581,-0.1410161,-0.2542217,-0.2783189,0.31702185,0.32765615
477,-0.49787045,-0.68240315,-0.11197896,0.6223379,-0.086424835,-0.45253742,0.57669574,0.58390516,-0.021492032,0.26021555,0.53795797,-0.30746785,-0.21228099,-0.26572344,-0.50151956,0.065323316,-0.15391876,-0.7565339,0.49419332,0.3336402,0.6286745,-0.014171827,-0.22477931,0.6032963,-0.35350117,0.002455922,-1.1654567,0.05108893,0.039804425,-0.69177383,-0.39621928,-0.2316866
480,-0.5562074,-0.10147095,0.660989,0.3003635,-0.17782538,0.32888767,0.36768624,-0.1755146,0.4157596,-0.71117604,0.27765295,0.011960352,-0.06461378,-0.1590821,-0.32551703,-0.24164623,0.5349804,0.13249877,0.19518049,-0.22888933,-0.04007277,0.49809462,0.40462515,0.022963831,-0.3988901,0.15949264,-0.54255795,-0.16756697,-0.59222215,-0.80115515,0.19921428,-0.123469025
484,-0.2420578,-0.6770831,1.2695907,-0.79991275,0.5211384,-0.18251918,-0.08070447,0.7867442,-0.35611224,0.027693447,-0.07985174,-0.7016296,-0.7959209,-0.33854297,0.39180878,-1.0500629,0.025476433,0.42106757,-1.0264978,0.4562712,0.25120276,0.5959847,0.40815344,-0.09525677,-0.04726042,0.13361424,0.12670687,0.11591784,0.25026062,-0.58666056,0.042846516,-0.07234008
490,-0.5652887,-0.3207829,0.5545158,0.13512628,0.095680855,-0.13901193,0.42737114,-0.25831765,-0.26723808,-0.21708487,0.31905362,0.052137543,-0.06807571,-0.009359031,0.0849408,-0.32660785,-0.06252269,-0.18282071,-0.033134717,0.3881262,0.053912602,0.6355976,0.7178877,-0.039684482,0.39476487,-0.6076158,0.087950215,-0.3359099,-0.3155971,-0.7782234,0.01499433,-0.35480437
491,-0.02759342,0.33075225,0.6820794,0.19040921,-0.024273051,0.10504505,0.7016414,-0.42666912,-0.32713008,-0.26079732,0.27570736,-0.0365188,-0.003359132,-0.29633996,0.24689256,-0.18425952,0.2765017,-0.28582397,0.33008027,0.46518603,0.2863402,1.0015378,0.5111991,0.06425583,0.0796668,-0.44224358,0.3955236,-0.5144001,-0.14566243,-0.64781326,-0.18119422,0.052490126
495,-0.5519762,0.0018109914,0.47886512,0.20234762,0.1634066,-0.41621578,-0.3614374,0.0032910581,0.20053527,0.35028493,0.29624513,-0.14827432,0.27438086,-0.39951232,-0.38104972,-0.3573485,0.22104143,-0.111011066,0.19608964,0.9580868,0.68036044,-0.47456995,0.28494093,-0.31243372,-0.1576811,0.5454961,-0.63424784,-0.18826918,0.076243624,-0.4510312,0.09866986,1.0083824
497,-0.17881219,-1.0501412,-0.016937548,0.35400036,-0.03566218,-0.08487328,0.38326412,-0.14437112,1.0910879,-0.55219704,0.20495248,-0.36550674,0.44414338,-0.6076562,0.58120036,-0.70478934,0.14344788,0.79446375,0.5363218,-0.37373856,0.59268403,0.742237,-0.117934994,-0.7657605,0.30644113,0.05687049,-0.83724165,0.30775183,0.22489256,-0.15922564,-0.089110315,0.03524917
499,-0.28686494,-0.15324081,0.19043061,-0.13342549,-0.42245165,0.36928657,0.22224055,0.015947046,-0.36510235,0.42028993,0.037579205,-0.4668078,0.28004414,-0.4769406,0.72784245,-0.14273469,0.37387067,0.117612846,0.09306774,0.469646,0.15676086,0.5892685,0.36718255,0.11250429,0.55491036,0.57126534,0.12352823,-0.28657535,0.25135076,-0.22810428,0.73831433,-0.08894311
501,0.13734066,-0.577763,0.44036576,0.00038890255,-0.06748584,0.6318244,0.86086756,-0.2586451,0.2187374,0.1450779,-0.017423877,-0.63149196,0.14820161,-0.47347802,0.21075921,-0.2522391,-0.5539443,-0.62051284,0.109043874,0.15616287,0.28390512,-0.38379312,0.76236707,-0.10544884,0.91891617,-0.24927902,-0.6407046,0.197924,-0.17219192,-0.115992226,0.32730943,0.08490326
503,0.36548272,-0.0352517,0.07697422,-0.5682574,-0.2949277,0.012454124,0.9182346,-0.086785294,-0.45135874,0.23780766,0.21355575,-0.092749946,0.10208005,-0.3684699,-0.15266597,0.058040496,0.121631674,0.6354994,0.13326153,0.11957881,0.5825284,0.04460405,0.42847195,-0.42812,-0.41940808,-0.11544003,-0.0589801,-0.06260177,-0.34089473,-1.0073264,0.019068046,0.10068328
506,-0.09768528,-0.39849505,0.12846026,0.14831382,-0.048031688,0.13260001,0.62676674,0.11256116,0.16700327,0.2506086,0.32852247,-0.26860988,-0.104460366,0.021579329,0.49127492,0.13711244,0.21457797,0.07219068,0.36957216,0.2838835,0.46952933,0.3818204,0.37907043,-0.0807457,0.5611977,0.03659187,-0.10143169,-0.21840729,0.554322,0.09879971,0.87229896,0.16679515
509,0.053366434,-0.08477628,0.38081086,-0.49214303,-0.15863802,-0.16451424,0.7764561,0.024829334,-0.46081167,0.49180242,0.08442683,-0.077813596,0.23642042,-0.70761037,-0.14130253,0.15444596,0.032744247,0.41548035,0.26737434,0.026306227,0.6104547,0.032827176,0.24547845,-0.37613234,-0.20702465,-0.051657148,-0.0074756155,-0.049145423,-0.46422714,-0.74197936,-0.03128922,0.07551433
515,-0.2627478,0.30553532,-0.45552334,-0.046191014,0.5098335,-0.340674,0.5230934,0.13505886,0.1978535,-0.720273,-0.27813065,-0.1307687,0.3932046,-0.46077135,-0.56628877,-0.20949602,0.7860517,-0.32784235,0.119965665,1.1343495,0.096170135,-0.2668028,1.2716919,-0.383241,0.48433137,0.44779935,-0.6931118,0.2937506,0.16233061,-0.53955,-0.51028436,0.40695888
516,0.637192,0.2918153,-0.37571883,0.0016017972,-0.4176108,-0.5046244,0.38043842,0.010645461,0.02896739,0.10828461,-0.103467986,0.1383338,0.0023470828,-0.7609621,0.18563856,-0.43210253,0.7196943,-0.13096216,0.25842232,0.4717477,-0.048268218,0.3075517,0.65401435,0.09895044,0.6005505,-0.009577636,-0.79258746,-0.09010194,0.8229982,-0.16483335,-0.3391261,0.71900374
517,0.3581217,-0.3466751,0.44758278,-0.467648,-0.46902305,-0.27011588,1.0058557,-0.18357244,-0.37070322,0.09017303,0.31299558,-0.37791377,-0.11541692,-0.44045052,-0.06588504,0.03243012,0.067380555,0.5169481,-0.057356898,0.06869281,0.3283301,-0.1821264,0.16948752,-0.75507206,-0.4479848,0.1691093,-0.09528519,0.3476159,-0.16255662,-1.1976221,-0.16591164,0.18166082
518,-0.031137588,-0.1196563,0.10346917,0.51645094,0.020976782,0.3033552,0.80414575,-0.08451316,0.4150912,0.014260468,0.5588661,-0.25139254,-0.15248846,-0.01196191,0.37658367,-0.46442923,-0.58839476,-0.15192293,-0.05368285,0.3190132,0.07892984,0.44815767,0.77767456,-0.2295546,0.058712266,0.078970745,-0.32690024,0.080309406,0.5310919,-0.13732715,0.47322145,-0.04299715
521,-0.3563946,-0.16469777,0.052721433,-0.2922447,0.22691533,-0.1821751,0.11747497,0.27436158,0.11220912,0.95229673,0.24827804,0.11342847,0.6535679,-0.4757061,-0.16873725,0.56612426,0.22765951,0.17006923,-0.054849878,0.1750877,0.60422266,0.05319498,0.36309054,-0.39321974,-0.3890685,0.013022273,-0.5063599,-0.044109806,0.07588004,-0.38248286,0.28305155,0.017624885
523,-0.0714388,0.017232189,-0.12259645,-0.4631546,-0.3449297,-0.42994964,0.16648404,0.43352753,1.0229702,0.43210945,-0.04502939,0.31415933,-0.75008714,0.014546408,0.055406805,0.530695,-0.14821537,0.5013515,0.17554294,0.2168679,0.2648426,0.62647754,0.38034168,0.09278712,0.5888585,0.09249882,-0.5829142,0.4402744,0.3027464,-0.5080409,-0.0072071087,0.5858592
526,0.15091363,0.14872153,0.26261058,0.08857659,0.13280429,-0.65864706,0.365994,0.4333559,0.60701394,0.5732239,0.42185307,-0.53175724,-0.11920157,0.4720624,0.46659514,-0.4677245,0.5671592,-0.36875516,-0.10329541,-0.2769051,0.42655247,0.40053898,0.57564926,0.3289382,0.14525326,-0.43375972,-0.58692884,0.06156926,0.867975,-0.36331907,0.08682098,0.15575306
