patient_1,patient_2,weight
60,419,0.6042519600120052
106,350,0.602460050531633
265,501,0.601979862205035
209,414,0.6015911486571799
314,503,0.6013528446685574
89,162,0.6005704302767947
4,172,0.6004924618902592
314,350,0.6004529645707841
209,351,0.5999982220489577
232,314,0.5999165962276076
4,9,0.5995006176096208
9,396,0.5983068160663161
6,314,0.5981692795327891
137,314,0.5981102078058104
314,322,0.5972050531933989
198,394,0.5940619175514964
314,383,0.5937592043251074
43,106,0.5935809972894037
9,249,0.5933970907764397
157,254,0.5930712000411893
9,425,0.5904572209804606
9,413,0.5901747205814762
106,324,0.5892904743725682
4,377,0.5886684066998054
163,349,0.584309512849523
349,356,0.5827389960338478
172,356,0.5734132792750584
300,518,0.5680513424543272
11,506,0.5673049195219422
228,394,0.5661664444070327
11,203,0.5654325051730238
364,394,0.5644486436627838
11,32,0.5640650862158392
18,300,0.5555993930793526
163,394,0.5553829401059089
394,420,0.554663178315692
172,178,0.5536640389792836
119,300,0.5530019329037379
172,319,0.5502348971402219
172,218,0.5497105528185982
94,254,0.5490475616598838
4,264,0.5464145794590805
198,300,0.5438472386335629
157,172,0.5427639098660295
172,302,0.5420755088116551
254,265,0.5420312414436976
4,300,0.5405687872390099
172,334,0.5404405047658749
11,292,0.5399041068768095
295,300,0.5398078336134005
4,375,0.5391846518004917
162,254,0.5371315691267935
47,254,0.5368180643535565
293,300,0.5360711092325403
4,314,0.5357104994993267
300,509,0.5356113190017504
95,254,0.5352789785422795
11,246,0.5339872587402569
254,491,0.5299883744405056
11,249,0.5298504792150242
11,352,0.5290314475797008
4,350,0.5285533835558115
32,300,0.5279060100979505
253,254,0.5236430802847949
4,506,0.5231053469854001
