gene,frequency
CCDC115,1
CCDC134,1
CCDC141,1
CCDC142,1
CCDC146,1
CCDC174,1
CCDC189,1
CCDC22,1
CCDC24,1
CCDC3,1
CCDC57,1
CCDC80,1
CCDC85A,1
CCDC89,1
CCDC90B,1
CCDC91,1
CCNA2,1
CCNDBP1,1
CCNG2,1
CCNI2,1
CCNJ,1
CCNL1,1
CCNT1,1
CCT2,1
CD151,1
CD200,1
CD300A,1
CD34,1
CD74,1
CD81,1
CDC26,1
CDC42,1
CDC42EP1,1
CDC42SE2,1
CDH11,1
CDH18,1
CDH2,1
CDH24,1
CDH8,1
CDIP1,1
CDIPT,1
CDK12,1
CDK16,1
CDK2,1
CDK6,1
CDK9,1
CDO1,1
CDV3,1
CEBPB,1
CEBPD,1
CELF3,1
CEND1,1
CENPB,1
CENPBD1P1,1
CENPU,1
CEP104,1
CEP170,1
CEP19,1
CEP85,1
CEPT1,1
CERS6,1
CES2,1
CFAP20,1
CFAP44,1
CGNL1,1
CH507-42P11.8,1
CH507-9B2.4,1
CHAF1B,1
CHD4,1
CHD8,1
CHD9,1
CHIC1,1
CHL1,1
CHMP1B,1
CHPF2,1
CHRAC1,1
CHRDL1,1
CHRM3,1
CHRNB3,1
CHST15,1
CHST9,1
CHUK,1
CIC,1
CITF22-92A6.1,1
CKS2,1
CLASRP,1
CLEC11A,1
CLIC6,1
CLIP2,1
CLK1,1
CLN5,1
CLN6,1
CLP1,1
CLPB,1
CLSPN,1
CLUL1,1
CLVS1,1
CLVS2,1
CMB9-22P13.1,1
CMIP,1
CMTM8,1
CNGA1,1
CNIH4,1
CNKSR2,1
CNNM3,1
CNP,1
CNTFR,1
CNTN3,1
COA7,1
COG1,1
COG3,1
COIL,1
COL12A1,1
COL18A1,1
COL19A1,1
COL23A1,1
COL4A4,1
COL4A6,1
COL7A1,1
COMMD2,1
COPA,1
COPB2,1
COPG1,1
COPS2,1
COPS4,1
COPS9,1
COQ9,1
CORO1B,1
COX7A2,1
COX7B,1
CP,1
CPEB1-AS1,1
CPLX1,1
CPLX2,1
CPLX4,1
CPNE6,1
CPNE9,1
CPT1B,1
CPT1C,1
CPT2,1
CRADD,1
CRB1,1
CREBRF,1
CRY2,1
CRYAB,1
CRYBB2P1,1
CS,1
CSF1R,1
CSK,1
CSNK1D,1
CSNK1E,1
CSNK1G2,1
CSNK1G3,1
CSRNP1,1
CTA-228A9.3,1
CTA-384D8.36,1
CTAGE5,1
CTB-113D17.1,1
CTBP1,1
CTBS,1
CTC-429P9.3,1
CTC-523E23.3,1
CTCF,1
CTD-2114J12.1,1
CTD-2369P2.12,1
CTD-2517O10.6,1
CTD-2521M24.11,1
CTD-2562J17.6,1
CTD-2574D22.4,1
CTD-2651B20.3,1
CTD-3220F14.3,1
CTNNA1,1
CTNNBIP1,1
CTNND2,1
CTTNBP2,1
CTU2,1
CUL3,1
CUL7,1
CUTC,1
CXCL8,1
CXorf56,1
CXorf57,1
CXXC1,1
CXXC5,1
CYB561,1
CYB5R1,1
CYBRD1,1
CYC1,1
CYHR1,1
CYLD,1
CYP2J2,1
CYP4X1,1
CYP7B1,1
CYSTM1,1
CYTH1,1
DAB2IP,1
DACH1,1
DACT2,1
DAW1,1
DAXX,1
DBI,1
DBN1,1
DCAF10,1
DCAF5,1
DCLRE1A,1
DCLRE1B,1
DCTN1,1
DCTN6,1
DCUN1D3,1
DCUN1D5,1
DDB1,1
DDIT4,1
DDX27,1
DDX41,1
DDX54,1
DEAF1,1
DEDD,1
DENR,1
DEPDC4,1
DEPDC5,1
DERL1,1
DFNA5,1
DGAT1,1
DGCR2,1
DGCR6L,1
DGKG,1
DHPS,1
DHX33,1
DIABLO,1
DIS3L2,1
DKC1,1
DLC1,1
DLD,1
DLG2,1
DLGAP1-AS2,1
DLST,1
DMD,1
DMTN,1
DNAH5,1
DNAJA1,1
DNAJB12,1
DNAJB5,1
DNAJB9,1
DNAJC10,1
DNAJC12,1
DNAJC14,1
DNAJC25,1
DNASE1L1,1
DNASE1L2,1
DNM1L,1
DOCK1,1
DOCK10,1
DOK3,1
DOK5,1
DPH3,1
DPM2,1
DPP6,1
DPP7,1
DPP9,1
DPY19L4,1
DPY30,1
DRP2,1
DSG2,1
DUS1L,1
DUS3L,1
DUSP26,1
DUSP28,1
DUSP5,1
DVL1,1
DVL2,1
DYNC1LI1,1
DYNLRB1,1
DZIP1,1
E2F4,1
E4F1,1
ECD,1
ECE1,1
ECH1,1
ECHDC1,1
ECI1,1
EDEM3,1
EDF1,1
EDN3,1
EEF1D,1
EFEMP2,1
EFNA3,1
EFR3A,1
EGFR,1
EGLN1,1
EGLN2,1
EGLN3,1
EGR1,1
EGR2,1
EGR3,1
EIF1AD,1
EIF2B4,1
EIF3B,1
EIF4A2,1
EIF4E2,1
ELAVL3,1
ELFN1,1
ELK1,1
ELL2,1
ELOVL2,1
EMC1,1
EML1,1
EML4,1
EML6,1
EMP2,1
EMSY,1
ENO2,1
ENO4,1
ENOSF1,1
ENTPD1-AS1,1
ENTPD3,1
EPB41L3,1
EPB41L5,1
EPHA2,1
EPHA7,1
EPO,1
EPS8,1
ERBB2,1
ERBIN,1
ERCC8,1
ERLEC1,1
ERMN,1
ERVK3-1,1
ESCO1,1
ESF1,1
ESYT2,1
ETNK1,1
EVA1C,1
EVI5L,1
EXO5,1
EXOC3,1
EXOC4,1
EXOC7,1
EXOSC1,1
EXOSC2,1
EXOSC4,1
EXOSC9,1
EXTL3-AS1,1
FAAP100,1
FAF2,1
FAHD2A,1
FAM102A,1
FAM114A2,1
FAM134B,1
FAM136A,1
FAM160A2,1
FAM171A2,1
FAM188A,1
FAM196A,1
FAM196B,1
FAM198A,1
FAM19A4,1
FAM20C,1
FAM214A,1
FAM21EP,1
FAM223A,1
FAM229B,1
FAM27E3,1
FAM46A,1
FAM50A,1
FAM57B,1
FAM78A,1
FAM8A1,1
FANCD2,1
FARP2,1
FARSB,1
FAXDC2,1
FBXL19-AS1,1
FBXL3,1
FBXL4,1
FBXO41,1
FBXO42,1
FBXO5,1
FBXO8,1
FBXW4,1
FCGR2B,1
FCGR3A,1
FCHO2,1
FERMT2,1
FGF14,1
FGFR1,1
FGFRL1,1
FH,1
FHDC1,1
FIGLA,1
FIS1,1
FITM2,1
FKBP2,1
FKBP9,1
FLCN,1
FLJ38576,1
FLOT1,1
FMN1,1
FMNL2,1
FNDC1,1
FNDC3A,1
FOLH1,1
FOXP4,1
FRAS1,1
FRMD4B,1
FRRS1L,1
FRS2,1
FRS3,1
FSBP,1
FUBP1,1
FURIN,1
FXYD6,1
FYCO1,1
FYTTD1,1
FZR1,1
G6PC3,1
GABRA2,1
GABRB2,1
GABRB3,1
GABRG2,1
GAD1,1
GAD2,1
GADD45GIP1,1
GALNT1,1
GALNT12,1
GALNT15,1
GAMT,1
GAPVD1,1
GAS5,1
GAS6,1
GATB,1
GBA2,1
GCN1,1
GCSH,1
GDAP2,1
GDE1,1
GDI1,1
GDPD5,1
GEM,1
GEMIN5,1
GEMIN6,1
GFRA1,1
GIMAP2,1
GIPC1,1
GLCE,1
GLI3,1
GLMN,1
GLMP,1
GLRA3,1
GLT8D1,1
GLTSCR2,1
GLYR1,1
GMFB,1
GNA12,1
GNA13,1
GNAO1,1
GNAT1,1
GNG2,1
GNG3,1
GNG4,1
GNL2,1
GNPAT,1
GOLGA4,1
GOLGA6L5P,1
GOLPH3L,1
GOLT1B,1
GORASP2,1
GPALPP1,1
GPANK1,1
GPATCH11,1
GPATCH4,1
GPC4,1
GPCPD1,1
GPHN,1
GPM6A,1
GPNMB,1
GPR1,1
GPR107,1
GPR12,1
GPR137,1
GPR151,1
GPR162,1
GPR173,1
GPR179,1
GPR180,1
GPR84,1
GPR85,1
GPRASP1,1
GPX3,1
GREB1,1
GREB1L,1
GRID2,1
GRIK2,1
GRIK3,1
GRIN1,1
GRIN2A,1
GRIN2C,1
GRINA,1
GRM3,1
GRM4,1
GRM5,1
GS1-259H13.2,1
GS1-358P8.4,1
GSDMB,1
GSPT2,1
GSTA4,1
GSTM2,1
GTDC1,1
GTF2A1,1
GTF2F1,1
GTF2H1,1
GTF2IRD1,1
GTF3C3,1
GUCY2F,1
GUK1,1
H1FX,1
H3F3A,1
HACD1,1
HACL1,1
HAUS1,1
HAUS4,1
HAUS6,1
HBEGF,1
HBS1L,1
HCFC1,1
HCFC2,1
HCG18,1
HDAC11,1
HDAC2,1
HDAC6,1
HDLBP,1
HEATR5B,1
HEBP1,1
HECTD2,1
HEG1,1
HERC1,1
HERC2,1
HFM1,1
HGD,1
HGH1,1
HILPDA,1
HINFP,1
HINT3,1
HIPK1,1
HIST1H2BE,1
HIST3H2BB,1
HIVEP2,1
HK2,1
HLA-B,1
HLA-DMB,1
HLA-E,1
HLF,1
HMGN2P5,1
HNRNPAB,1
HNRNPF,1
HNRNPH2,1
HNRNPH3,1
HNRNPLL,1
HNRNPM,1
HNRNPR,1
HOMEZ,1
HPCA,1
HPCAL1,1
HPCAL4,1
HS3ST2,1
HS6ST3,1
HSD11B1L,1
HSF2,1
HSPA13,1
HSPA8,1
HSPB3,1
HSPH1,1
HTR5A,1
HUNK,1
IBTK,1
IDE,1
IDH1,1
IER2,1
IER5L,1
IFI16,1
IFNAR2,1
IFT140,1
IFT20,1
IFT22,1
IGDCC4,1
IGFBP2,1
IGFN1,1
IGLON5,1
IKZF2,1
IL1RL1,1
IL2RG,1
IL6,1
ILF2,1
ILF3,1
IMMT,1
IMP4,1
IMPACT,1
IMPG2,1
INAFM1,1
INIP,1
INO80,1
INO80E,1
INSIG2,1
INTS10,1
INTS3,1
IPO13,1
IPO8,1
IPO9,1
IQCK,1
IRF7,1
IRS2,1
IRX2,1
ITCH,1
ITGA10,1
ITM2A,1
ITPRIP,1
IVD,1
JAK2,1
JKAMP,1
JPH4,1
JUND,1
KAT5,1
KATNB1,1
KB-1460A1.5,1
KB-1572G7.2,1
KBTBD2,1
KBTBD6,1
KCNC4,1
KCNH2,1
KCNH5,1
KCNJ10,1
KCNJ2,1
KCNK9,1
KCNT1,1
KCTD17,1
KCTD3,1
KCTD5,1
KCTD9P4,1
KDELC2,1
KDM2A,1
KDM3A,1
KDM3B,1
KDM4B,1
KDM4C,1
KDM5B,1
KDM5D,1
KDM6A,1
KDM7A,1
KDM8,1
KDR,1
KDSR,1
KIAA0232,1
KIAA0895L,1
KIAA1033,1
KIAA1109,1
KIAA1147,1
KIAA1217,1
KIAA1429,1
KIF11,1
KIF1A,1
KIF21B,1
KIF2A,1
KIF9-AS1,1
KIRREL2,1
KLC1,1
KLC4,1
KLF6,1
KLHDC2,1
KLHDC8A,1
KLHL14,1
KLHL28,1
KLHL29,1
KLHL5,1
KLHL8,1
KMT2D,1
KRT18,1
KSR2,1
KTN1,1
KYAT1,1
L1CAM,1
L2HGDH,1
LAIR1,1
LAMTOR4,1
LANCL3,1
LARP1B,1
LARP7,1
LARS2,1
LATS1,1
LDB1,1
LGR4,1
LHX1,1
LIFR,1
LIFR-AS1,1
LIG3,1
LIMD1,1
LIMS1,1
LINC00092,1
LINC00094,1
LINC00467,1
LINC00606,1
LINC00672,1
LINC00869,1
LINC00870,1
LINC00890,1
LINC00954,1
LINC01128,1
LINC01137,1
LINC01278,1
LINC01431,1
LINC01481,1
LINC01547,1
LINC01578,1
LINC01619,1
LINGO1,1
LIPG,1
LLGL2,1
LMAN2,1
LMBRD2,1
LMCD1,1
LMF2,1
LMNB2,1
LMOD1,1
LMTK3,1
LNPEP,1
LNX1,1
LOXL3,1
LPGAT1,1
LRBA,1
LRCH2,1
LRCH4,1
LRP2BP,1
LRRC14,1
LRRC20,1
LRRC32,1
LRRC36,1
LRRC37A,1
LRRC4,1
LRRC49,1
LRRC4B,1
LRRC8A,1
LRRTM2,1
LRRTM3,1
LSAMP,1
LSM14A,1
LSM5,1
LTA4H,1
LTBP3,1
LTV1,1
LUCAT1,1
LUM,1
LYRM9,1
LYST,1
LZTS2,1
MACROD1,1
MAF,1
MAF1,1
MAGI1,1
MAGI2-AS3,1
MAGIX,1
MAK,1
MAN1A1,1
MAN1B1,1
MAN2A1,1
MANBA,1
MANEAL,1
MANSC1,1
MAOA,1
MAP1LC3A,1
MAP1LC3B,1
MAP1S,1
MAP3K11,1
MAP3K14-AS1,1
MAP3K3,1
MAP3K6,1
MAP7D3,1
MAPK10,1
MAPK8IP3,1
MAPKAPK5,1
MAPRE3,1
2-Mar,1
MARCKSL1,1
MARK1,1
MARK4,1
MARVELD2,1
MAT2A,1
MAX,1
MBNL2,1
MBOAT2,1
MCF2,1
MCF2L2,1
MCHR1,1
MCM4,1
MCM5,1
MCRS1,1
MCTS2P,1
MCU,1
MDM2,1
ME3,1
MED27,1
MED29,1
MEF2A,1
MEF2D,1
MEGF8,1
MEOX2-AS1,1
MESDC2,1
METAP1D,1
METAP2,1
METTL1,1
METTL7A,1
METTL9,1
MFAP1,1
MFSD5,1
MGA,1
MGAT3,1
MGAT4B,1
MGAT4EP,1
MIATNB,1
MIB2,1
MID1,1
MIF,1
MINK1,1
MIR568,1
MIR600HG,1
MITF,1
MKLN1,1
