"gene","frequency"
"DYNLT1",1
"DYNLT3",1
"DYRK2",1
"DYX1C1",1
"E2F4",1
"EAPP",1
"EBLN3",1
"EBNA1BP2",1
"ECEL1",1
"ECHDC1",1
"ECI1",1
"ECM2",1
"EDC4",1
"EDIL3",1
"EEF1A1P13",1
"EEF2KMT",1
"EFCAB11",1
"EFCAB7",1
"EFHB",1
"EFNA5",1
"EFR3A",1
"EFTUD2",1
"EGLN1",1
"EGLN3",1
"EHD2",1
"EHD3",1
"EID1",1
"EIF2AK1",1
"EIF2AK2",1
"EIF3B",1
"EIF3D",1
"EIF3G",1
"EIF3M",1
"EIF4A2",1
"EIF4A3",1
"EIF4E",1
"EIF4EBP2",1
"EIF4EBP3",1
"EIF4G1",1
"ELAVL3",1
"ELF3",1
"ELFN1",1
"ELK4",1
"ELMOD1",1
"ELMOD2",1
"ELOVL5",1
"ELP5",1
"ELP6",1
"EMCN",1
"EML1",1
"EMSY",1
"ENDOD1",1
"ENPP2",1
"ENPP4",1
"ENTPD6",1
"EPB41",1
"EPHA4",1
"EPOR",1
"EPRS",1
"EPS8L2",1
"ERGIC1",1
"ERICD",1
"ERLIN2",1
"ERMP1",1
"ERV3-1",1
"ERVK3-1",1
"ESAM",1
"ESD",1
"ESPN",1
"ESRRA",1
"ESRRB",1
"ETFB",1
"ETV1",1
"EVI5L",1
"EXOC1",1
"EXOC4",1
"EXOSC10",1
"EXOSC2",1
"EXOSC9",1
"FADS1",1
"FADS3",1
"FAHD2CP",1
"FAIM2",1
"FAM101B",1
"FAM110C",1
"FAM120A",1
"FAM124A",1
"FAM127B",1
"FAM131C",1
"FAM133B",1
"FAM134B",1
"FAM169A",1
"FAM171A2",1
"FAM172A",1
"FAM187A",1
"FAM189A2",1
"FAM193B",1
"FAM199X",1
"FAM19A4",1
"FAM201A",1
"FAM210A",1
"FAM21A",1
"FAM221A",1
"FAM227B",1
"FAM234A",1
"FAM234B",1
"FAM3A",1
"FAM47E",1
"FAM49B",1
"FAM63B",1
"FAM86B3P",1
"FAM86C1",1
"FAM86JP",1
"FAM8A1",1
"FAM96B",1
"FANCI",1
"FARSA",1
"FASN",1
"FASTKD1",1
"FAT1",1
"FBLIM1",1
"FBLN5",1
"FBXL17",1
"FBXL19-AS1",1
"FBXO22",1
"FBXO28",1
"FBXO38",1
"FBXO9",1
"FCER1G",1
"FCF1",1
"FCGR3A",1
"FEM1C",1
"FERMT2",1
"FGF11",1
"FGF14",1
"FGF17",1
"FGFR1OP2",1
"FIGLA",1
"FIGN",1
"FIZ1",1
"FJX1",1
"FKBP9",1
"FKTN",1
"FLJ37453",1
"FLNA",1
"FLRT3",1
"FMOD",1
"FNBP1L",1
"FNDC4",1
"FNIP2",1
"FNTB",1
"FOSB",1
"FOSL2",1
"FOXD1",1
"FOXO3",1
"FOXO4",1
"FRA10AC1",1
"FRRS1L",1
"FSCN1",1
"FSTL1",1
"FSTL3",1
"FSTL5",1
"FTL",1
"FUK",1
"FUT9",1
"FXR1",1
"FXYD3",1
"FYB",1
"FYTTD1",1
"FZD7",1
"FZD8",1
"G6PD",1
"GAA",1
"GAB1",1
"GABARAP",1
"GABPA",1
"GABRA1",1
"GABRB3",1
"GABRG3",1
"GAD1",1
"GADD45B",1
"GADD45GIP1",1
"GALNS",1
"GALNT11",1
"GAPDH",1
"GAREM2",1
"GARNL3",1
"GARS",1
"GATAD2A",1
"GATB",1
"GBAS",1
"GBF1",1
"GBP2",1
"GCC2",1
"GCSH",1
"GDAP1",1
"GFAP",1
"GFPT2",1
"GFRA1",1
"GGH",1
"GGTA2P",1
"GIGYF1",1
"GIMAP2",1
"GIPC1",1
"GLIDR",1
"GLIS2",1
"GLRA2",1
"GLRA3",1
"GLRX2",1
"GLS",1
"GLS2",1
"GLUD1",1
"GLUD2",1
"GMFB",1
"GMPS",1
"GNA13",1
"GNAZ",1
"GNB1",1
"GNB5",1
"GNE",1
"GNG13",1
"GNG2",1
"GNG5",1
"GNL1",1
"GNPAT",1
"GNPDA1",1
"GNPTG",1
"GOLGA6L5P",1
"GOLIM4",1
"GORASP1",1
"GPATCH4",1
"GPBP1L1",1
"GPD2",1
"GPER1",1
"GPKOW",1
"GPN1",1
"GPR1",1
"GPR137B",1
"GPR153",1
"GPR162",1
"GPR183",1
"GPR34",1
"GPR37",1
"GPRASP2",1
"GPRC5A",1
"GPRC5B",1
"GPRC5C",1
"GPS1",1
"GPS2",1
"GPSM1",1
"GPX3",1
"GRAMD1B",1
"GRIA2",1
"GRID2",1
"GRIK1",1
"GRIK2",1
"GRIN1",1
"GRINA",1
"GRIP1",1
"GRK2",1
"GRM4",1
"GRN",1
"GS1-304P7.2",1
"GSAP",1
"GSDMB",1
"GSG1",1
"GSG1L",1
"GSK3A",1
"GSS",1
"GTF2E2",1
"GTF2F1",1
"GTF2H1",1
"GTF2H2C",1
"GTF3C1",1
"GTF3C3",1
"GTF3C5",1
"GUCY1A2",1
"GUCY2F",1
"GUK1",1
"HACD2",1
"HACD3",1
"HACD4",1
"HACL1",1
"HAGH",1
"HAMP",1
"HAP1",1
"HAUS5",1
"HBP1",1
"HCFC1R1",1
"HCFC2",1
"HCG4",1
"HCLS1",1
"HCN3",1
"HDAC1",1
