sample_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,mgs_level
178,0.6091033,4.077252,0.5828664,2.4832184,1.4000102,0.042955995,2.420294,0.0,3.499908,0.34984514,3.9423904,1.4636058,4.0094476,4.129324,0.7240336,2.4898856,MGS4
198,3.8831499,1.7906314,1.6435887,0.0,3.3772557,0.5577234,0.62817144,0.0,1.5532801,2.0585988,0.13923278,1.8454292,3.0406678,3.1480513,0.99036455,2.7090545,MGS4
203,3.9650793,1.9110963,5.138893,0.6522189,2.9692523,2.0436535,3.1851556,0.0,5.0346236,2.719185,3.2492335,2.8242366,2.9660265,1.9413581,1.1589177,0.70650333,MGS4
209,2.8760376,2.2563872,4.0332246,1.8923227,4.519637,1.1415918,3.462319,0.0,2.546472,3.5165029,2.5092607,0.89900076,1.2204986,3.1742928,1.2017627,2.9663706,MGS4
223,1.137127,3.2182715,3.5570822,2.5193594,2.537939,0.42919526,3.7259302,0.0,3.6438923,1.7380714,3.9671605,0.8692981,2.1714718,2.623308,0.22188276,1.2093381,MGS4
224,2.4751263,1.1911738,3.4762359,2.302246,2.8561099,1.2850704,2.719101,0.0,4.071918,3.1448982,3.3113663,2.7784727,2.9020443,1.6537519,1.3422871,1.1243012,MGS4
226,3.0234942,2.170503,3.0369859,2.617949,1.409413,1.3089962,2.6808848,0.0,4.9471064,2.019716,3.0486944,4.493757,5.217434,2.5175893,1.425185,0.75741637,MGS4
228,3.2784452,3.1061454,0.0,3.1741936,1.016725,0.7564626,0.8900255,0.0,2.590306,0.0,0.73675704,1.3017032,1.8166068,4.8566995,1.1626654,4.3942533,MGS4
232,4.4689236,1.6386641,3.0687535,1.1440408,2.7607598,1.58518,1.5205247,0.0,2.2291734,1.8187642,0.9155604,1.5483645,1.2502635,3.115543,1.3830765,2.845909,MGS4
234,3.5792685,1.3746226,2.5938404,2.2994878,3.4077604,0.618006,1.379212,0.0,1.40975,2.5278065,0.3796867,1.9900333,1.7278831,2.9854026,0.9804604,3.5948172,MGS4
249,1.6289899,4.0637264,1.3164314,1.6464207,1.6383088,0.41021442,2.7440405,0.0,4.5153427,0.7042805,4.0738235,1.1547362,3.6570323,3.9921823,0.68765175,2.0151637,MGS4
253,3.5162244,1.8660425,1.6740266,3.2243607,0.67220765,1.3446083,1.4162146,0.0,4.9331865,1.3060715,3.75063,3.284304,3.3954272,2.7939157,1.2615811,2.0407112,MGS4
270,3.235968,2.319163,2.0491583,1.9196627,1.2573105,0.90741664,1.7364649,0.0,3.166578,1.1127924,1.7387488,3.1614263,3.8782036,3.120662,1.1793714,1.9315733,MGS4
272,3.8626819,1.7349993,0.5066451,0.6840471,1.9341563,0.9981591,0.3813187,0.0,4.2590733,1.6404032,3.344789,1.2221775,2.1080248,3.1064713,1.0322782,2.681358,MGS4
280,3.602167,2.0190773,0.6997072,0.29410058,2.150155,0.44981238,0.7603377,0.0,4.3772626,1.1372255,3.7121816,0.0,0.0,3.0769074,0.3115215,3.0214067,MGS4
284,3.2824,1.2505959,4.104815,1.1920639,5.0600495,1.3848066,3.2030838,0.0,3.312177,4.4475346,2.8061848,0.54178613,0.17348321,2.4320085,1.2494148,3.048049,MGS4
294,3.91601,1.0556386,1.3622093,2.723398,2.3743443,2.957301,1.7596227,0.0,4.8328776,3.3305743,1.7530357,6.5347953,6.907104,3.3352642,4.237573,2.1733024,MGS4
300,3.960335,2.703578,2.812585,1.3466653,1.5487899,1.3183188,2.0848782,0.0,3.1425376,1.0871989,1.5593506,3.5522242,4.3783813,3.577158,1.4343011,1.9322693,MGS4
