"gene","frequency"
"SNX12",1
"SNX14",1
"SNX6",1
"SORCS1",1
"SOS2",1
"SOX12",1
"SP1",1
"SP3",1
"SPATA6",1
"SPCS2",1
"SPNS1",1
"SPOP",1
"SPOPL",1
"SPRYD3",1
"SPTBN2",1
"SRRD",1
"SRSF11",1
"SSH1",1
"SSU72",1
"ST8SIA3",1
"STAG1",1
"STAG2",1
"STARD7",1
"STK11",1
"STK25",1
"STRBP",1
"STRIP1",1
"STRN",1
"STRN4",1
"STX12",1
"STX16",1
"STX3",1
"STXBP4",1
"SUCO",1
"SUMF2",1
"SUMO1",1
"SUN1",1
"SUPT7L",1
"SUV39H2",1
"SV2A",1
"SV2C",1
"SYBU",1
"SYNCRIP",1
"SYNGAP1",1
"SYNGR1",1
"SYNRG",1
"SYT14",1
"SYT4",1
"SYVN1",1
"SZT2",1
"TAB1",1
"TAF10",1
"TAF11",1
"TAF1D",1
"TAF6",1
"TALDO1",1
"TAOK2",1
"TARS2",1
"TATDN2",1
"TBC1D1",1
"TBC1D10B",1
"TBC1D20",1
"TCAIM",1
"TCF12",1
"TCF20",1
"TCF25",1
"TDG",1
"TECPR2",1
"TEX261",1
"TFE3",1
"TGFB2",1
"THOC2",1
"THOC5",1
"THOP1",1
"THRAP3",1
"THUMPD2",1
"THYN1",1
"TIAL1",1
"TIAM1",1
"TIMM17A",1
"TIMM17B",1
"TIMMDC1",1
"TMA7",1
"TMCO3",1
"TMED3",1
"TMEM127",1
"TMEM167A",1
"TMEM167B",1
"TMEM170B",1
"TMEM200A",1
"TMEM214",1
"TMEM231",1
"TMEM259",1
"TMEM41B",1
"TMEM50A",1
"TMEM62",1
"TMEM87A",1
"TMEM99",1
"TNKS",1
"TNKS2",1
"TNPO3",1
"TNRC6B",1
"TNRC6C",1
"TOM1L2",1
"TOMM22",1
"TOMM40L",1
"TOX4",1
"TPP1",1
"TPR",1
"TPT1",1
"TPT1-AS1",1
"TRAPPC6B",1
"TRIM36",1
"TRIM39",1
"TRIM41",1
"TRMT2A",1
"TSC22D1",1
"TSG101",1
"TSN",1
"TSNAX",1
"TSPAN17",1
"TSPAN31",1
"TSPAN7",1
"TSTD2",1
"TTC19",1
"TTC26",1
"TTC28-AS1",1
"TTC7A",1
"TUBGCP2",1
"TUBGCP6",1
"TUFM",1
"TUG1",1
"TUSC2",1
"TUSC3",1
"TWF1",1
"TXNDC11",1
"UBA52",1
"UBA6-AS1",1
"UBAP2",1
"UBE2D2",1
"UBE2E3",1
"UBE2H",1
"UBE2I",1
"UBE2K",1
"UBE2O",1
"UBE2V1",1
"UBE2W",1
"UBE3C",1
"UBL5",1
"UBN1",1
"UBQLN4",1
"UBR3",1
"UBXN1",1
"UBXN6",1
"UCHL5",1
"UGP2",1
"UNC119B",1
"UNC45A",1
"UQCR10",1
"URM1",1
"USP12",1
"USP14",1
"USP19",1
"USP21",1
"USP22",1
"USP33",1
"USP4",1
