"gene","frequency"
"NDUFA10",1
"NDUFA5",1
"NDUFAF5",1
"NDUFV3",1
"NECTIN1",1
"NEDD8",1
"NEGR1",1
"NELFB",1
"NELFCD",1
"NELFE",1
"NEPRO",1
"NEU1",1
"NFE2L1",1
"NFRKB",1
"NFS1",1
"NFYB",1
"NFYC",1
"NIPAL2",1
"NKIRAS1",1
"NLGN2",1
"NLK",1
"NME6",1
"NOC2L",1
"NOL7",1
"NPM1",1
"NRCAM",1
"NRDC",1
"NRIP3",1
"NRSN1",1
"NRXN1",1
"NRXN3",1
"NSMCE3",1
"NTPCR",1
"NUCKS1",1
"NUDC",1
"NUDCD3",1
"NUDT16",1
"NUP155",1
"NUP43",1
"NUP58",1
"NUP62",1
"OPCML",1
"OS9",1
"OTUD5",1
"OTUD6B-AS1",1
"OTUD7B",1
"OXSR1",1
"PAFAH1B2",1
"PAIP2",1
"PAK3",1
"PAN3",1
"PAPD4",1
"PARK7",1
"PATZ1",1
"PAX6",1
"PBRM1",1
"PBX2",1
"PCBP4",1
"PCED1A",1
"PCYT1A",1
"PDCD6",1
"PDCL3",1
"PDE3A",1
"PDPK1",1
"PEA15",1
"PEAK1",1
"PEX1",1
"PEX5",1
"PFDN5",1
"PHACTR3",1
"PHB2",1
"PHC2",1
"PHF1",1
"PHF2",1
"PHF20L1",1
"PHF21A",1
"PHF6",1
"PHIP",1
"PHKA2",1
"PHTF1",1
"PHYHIPL",1
"PI4KA",1
"PI4KB",1
"PIAS1",1
"PIAS2",1
"PIGS",1
"PIK3C2B",1
"PIK3C3",1
"PIK3CA",1
"PIK3R2",1
"PIK3R4",1
"PIP5K1A",1
"PKN2",1
"PLAA",1
"PLAGL2",1
"PLEKHA3",1
"PLEKHM2",1
"PLXDC1",1
"POLDIP3",1
"POLR2C",1
"POLR2E",1
"POLR2G",1
"POLR2M",1
"POLR3A",1
"POLR3C",1
"POM121",1
"POMGNT2",1
"PPARD",1
"PPCS",1
"PPIB",1
"PPIG",1
"PPIL2",1
"PPM1A",1
"PPOX",1
"PPP1CB",1
"PPP1R15B",1
"PPP1R26",1
"PPP2R5C",1
"PPP2R5D",1
"PPP2R5E",1
"PPP3CA",1
"PPP3CB",1
"PPP3CC",1
"PPP4R1",1
"PPP6R3",1
"PPT2",1
"PQBP1",1
"PRICKLE1",1
"PRKAB1",1
"PRKAB2",1
"PRKAR1A",1
"PRKAR2A",1
"PRKAR2B",1
"PRKCSH",1
"PROSC",1
"PRPF38A",1
"PRPF4B",1
"PRPH2",1
"PRPS1",1
"PRR12",1
"PRRC2A",1
"PRRC2B",1
"PSMB1",1
"PSMB2",1
"PSMB3",1
"PSMB6",1
"PSMC3",1
"PSMD2",1
"PSMD4",1
"PSMD6",1
"PSMD7",1
"PSMD8",1
"PSME4",1
"PTBP1",1
"PTBP2",1
"PUM1",1
"PYGO1",1
"QRICH1",1
"QSOX2",1
"R3HDM1",1
"RAB11A",1
"RAB11FIP2",1
"RAB1B",1
"RAB21",1
"RAB2A",1
"RAB33B",1
"RAB3GAP2",1
"RAB5A",1
"RAB8A",1
"RAC1",1
"RAD51-AS1",1
"RALB",1
"RAP1B",1
"RAX2",1
"RBCK1",1
"RBFOX2",1
"RBM10",1
"RBM22",1
"RBMS2",1
"RC3H2",1
"REEP3",1
"RFWD3",1
"RFX1",1
"RFXANK",1
"RGL2",1
"RHOA",1
"RHOQ",1
"RIC1",1
"RICTOR",1
"RMDN3",1
"RNF130",1
"RNF14",1
"RNF141",1
"RNF146",1
"RNF187",1
"RNF19A",1
"RNF5",1
"RNF8",1
"ROBO2",1
"ROGDI",1
"RP1",1
"RP11-147L13.11",1
"RP11-297D21.4",1
"RPA1",1
"RPF1",1
"RPH3A",1
"RPL10A",1
"RPL11",1
"RPL15",1
"RPL19",1
"RPL23A",1
"RPL27",1
"RPL30",1
"RPL35",1
"RPL41",1
"RPL7L1",1
"RPRD1B",1
"RPS10",1
"RPS11",1
"RPS3A",1
"RRAS2",1
"RRP36",1
"RSF1",1
"RSPRY1",1
"RTCA",1
"RTCB",1
"RTN3",1
"RUVBL1",1
"RWDD1",1
"SAE1",1
"SAMD14",1
"SAP130",1
"SAP30L",1
"SARAF",1
"SARNP",1
"SART1",1
"SART3",1
"SBNO1",1
"SCAF11",1
"SCAMP3",1
"SCAP",1
"SCP2",1
"SCRIB",1
"SDAD1",1
"SDCCAG3",1
"SDF4",1
"SEC13",1
"SEC23A",1
"SEC24C",1
"SEC31A",1
"SEL1L",1
"SEMA4D",1
"SENP1",1
"SENP6",1
"SEP15",1
"SEPT3",1
"SEPT9",1
"SERPING1",1
"SEZ6",1
"SF3B4",1
"SFPQ",1
"SGSM2",1
"SGSM3",1
"SGTA",1
"SH3BP5L",1
"SH3GLB2",1
"SH3KBP1",1
"SHARPIN",1
"SHFM1",1
"SHOC2",1
"SHPRH",1
"SIK3",1
"SLC17A7",1
"SLC1A1",1
"SLC25A14",1
"SLC25A22",1
"SLC2A11",1
"SLC30A5",1
"SLC30A7",1
"SLC30A9",1
"SLC35A5",1
"SLC35D1",1
"SLC35F1",1
"SLC38A10",1
"SLC38A2",1
"SLC39A6",1
"SLC46A1",1
"SLC46A3",1
"SLC4A10",1
"SLC8A1",1
"SLC9A1",1
"SLF2",1
"SLK",1
"SMAP2",1
"SMARCA5",1
"SMARCB1",1
"SMG6",1
"SMG7",1
"SNHG14",1
"SNRK",1
"SNRPG",1
"SNX14",1
"SNX3",1
"SNX4",1
"SOCS7",1
"SORT1",1
"SPAST",1
"SPG21",1
"SPIN1",1
"SPPL2B",1
"SRC",1
"SRGAP2",1
"SRP68",1
"SRSF4",1
"SSH1",1
"SSR3",1
"ST7L",1
"STAG2",1
"STARD3",1
"STAU1",1
"STIM1",1
"STK11IP",1
"STK25",1
"STRAP",1
"STRIP1",1
"STRN4",1
"STT3A",1
"STX10",1
"STX6",1
"SUN1",1
"SUPT16H",1
"SUPT20H",1
"SUPT4H1",1
"SUPT5H",1
"SUPT6H",1
"SV2B",1
"SYNCRIP",1
"SYNGR1",1
"SZT2",1
"TADA2A",1
"TADA3",1
"TAF1",1
"TAF12",1
"TAF8",1
"TATDN1",1
"TBC1D10B",1
"TBC1D20",1
"TBC1D30",1
"TCAIM",1
"TCEA2",1
"TCEAL8",1
"TCERG1",1
"TCTN3",1
"TERF2",1
"TGFB2",1
"TGS1",1
"THAP4",1
"THOC1",1
"THOP1",1
"TIMM23",1
"TIMM50",1
"TIMMDC1",1
"TIMP2",1
"TLK1",1
"TM9SF3",1
"TMED2",1
"TMEM107",1
"TMEM161B",1
"TMEM203",1
"TMEM214",1
"TMEM242",1
"TMEM246",1
"TMEM25",1
"TMEM30A",1
"TMEM33",1
"TMEM8A",1
"TMEM9",1
"TMF1",1
"TMX1",1
"TNIP1",1
"TNK2",1
"TNRC6C",1
"TOMM5",1
"TOMM6",1
"TOPORS",1
"TPT1-AS1",1
"TRAF7",1
"TRAM1",1
"TRAPPC1",1
"TRAPPC12",1
"TRERF1",1
"TRIM28",1
"TRIM33",1
"TRIM67",1
"TRIP11",1
"TRMT5",1
"TSPAN31",1
"TSR3",1
"TSSC1",1
"TTC19",1
"TTC33",1
"TTC8",1
"TTF1",1
"TUBGCP3",1
"UBA5",1
"UBA52",1
"UBAC1",1
"UBE2E1",1
"UBE2G1",1
"UBE2I",1
"UBE2K",1
"UBE2O",1
"UBE2Z",1
"UBE3B",1
"UBE3C",1
"UBE4B",1
"UBL3",1
"UBR3",1
"UBXN2B",1
"UBXN6",1
"UGGT1",1
"ULK2",1
"ULK3",1
"UNC50",1
"UPF1",1
"UQCC1",1
"UQCRFS1",1
"URB1",1
"URI1",1
"URM1",1
"UROS",1
"USP22",1
"USP7",1
"VAMP3",1
"VANGL2",1
"VAPA",1
"VAPB",1
"VARS",1
"VLDLR",1
"VPS13D",1
"VPS37A",1
"VPS4A",1
"VPS51",1
"VPS54",1
"WASF3",1
"WASL",1
"WDFY1",1
"WDR20",1
"WDR26",1
"WDR34",1
"WDR47",1
"WHSC1L1",1
"WIPI2",1
"WLS",1
