"gene","frequency"
"RPL30",1
"RPL32",1
"RPL37",1
"RPL37A",1
"RPL4",1
"RPL7L1",1
"RPN2",1
"RPRD1A",1
"RPS11",1
"RPS12",1
"RPS18",1
"RPS25",1
"RPS3A",1
"RPS8",1
"RRNAD1",1
"RUNX1T1",1
"RXRB",1
"S100PBP",1
"SAE1",1
"SAR1B",1
"SARAF",1
"SART3",1
"SBF1",1
"SBNO1",1
"SCAF11",1
"SCAMP1-AS1",1
"SCAP",1
"SCD5",1
"SCMH1",1
"SCRN1",1
"SDC3",1
"SDF4",1
"SEC14L1",1
"SEC22C",1
"SEC23A",1
"SEC23IP",1
"SEC24C",1
"SECISBP2L",1
"SELT",1
"SENP6",1
"SEPHS1",1
"SEPT5",1
"SEPT8",1
"SEPT9",1
"SERBP1",1
"SERP1",1
"SETD1B",1
"SETD5",1
"SETX",1
"SF3A1",1
"SFPQ",1
"SFSWAP",1
"SFXN1",1
"SGSM3",1
"SH3GL2",1
"SHTN1",1
"SIN3B",1
"SIPA1L1",1
"SIPA1L2",1
"SIRPA",1
"SIRT2",1
"SKIV2L",1
"SLC12A4",1
"SLC17A7",1
"SLC25A23",1
"SLC25A40",1
"SLC25A51",1
"SLC35A5",1
"SLC38A1",1
"SLC38A10",1
"SLC38A7",1
"SLC39A13",1
"SLC41A1",1
"SLC41A3",1
"SLC44A2",1
"SLC46A1",1
"SLC4A1AP",1
"SLC8A3",1
"SLC9A7",1
"SMARCA2",1
"SMARCA4",1
"SMARCAD1",1
"SMARCAL1",1
"SMARCC1",1
"SMCHD1",1
"SMG6",1
"SMIM15",1
"SMYD2",1
"SMYD5",1
"SNAP29",1
"SNRNP200",1
"SNRPD3",1
"SNTA1",1
"SNX1",1
"SNX12",1
"SNX9",1
"SOD1",1
"SORBS2",1
"SORCS1",1
"SORL1",1
"SPAST",1
"SPCS3",1
"SPIN1",1
"SPIRE1",1
"SPON1",1
"SPOP",1
"SPRYD3",1
"SPTAN1",1
"SPTSSA",1
"SREK1",1
"SRGAP3",1
"SRP14",1
"SRP9",1
"SRPRA",1
"SRRM4",1
"SRSF11",1
"SSBP3",1
"SSRP1",1
"SSU72",1
"ST18",1
"ST3GAL5",1
"ST5",1
"ST8SIA3",1
"STAG1",1
"STARD3",1
"STAT5B",1
"STIM1",1
"STK11",1
"STRA13",1
"STRADA",1
"STRIP1",1
"STX12",1
"STX5",1
"STX6",1
"SUCO",1
"SUGP2",1
"SULF2",1
"SULT1C4",1
"SUMO3",1
"SUPT5H",1
"SV2A",1
"SYN1",1
"SYNGAP1",1
"SYNGR1",1
"SZRD1",1
"SZT2",1
"TAF9",1
"TARS2",1
"TATDN1",1
"TATDN2",1
"TBC1D12",1
"TBC1D15",1
"TBC1D5",1
"TBC1D9B",1
"TCOF1",1
"TCTN1",1
"TECPR1",1
"TEX2",1
"TFAM",1
"TFDP2",1
"TGOLN2",1
"THRAP3",1
"THUMPD2",1
"THUMPD3",1
"TIMM17B",1
"TIMM50",1
"TIMMDC1",1
"TJP1",1
"TM2D2",1
"TM7SF3",1
"TMA7",1
"TMED2",1
"TMED9",1
"TMEM106B",1
"TMEM141",1
"TMEM170B",1
"TMEM184B",1
"TMEM246",1
"TMEM30A",1
"TMEM33",1
"TMEM55B",1
"TMF1",1
"TMTC2",1
"TMX3",1
"TNKS",1
"TNKS2",1
"TNPO3",1
"TP53BP1",1
"TP53RK",1
"TPD52L2",1
"TPP1",1
"TPR",1
"TPT1",1
"TRA2B",1
"TRAF3",1
"TRAK1",1
"TRAPPC12",1
"TRAPPC3",1
"TRAPPC8",1
"TRIM23",1
"TRIM28",1
"TRIM3",1
"TRIM44",1
"TRIM9",1
"TRIP11",1
"TRMT5",1
"TRMU",1
"TRPT1",1
"TSC1",1
"TSPAN7",1
"TSR1",1
"TTC21A",1
"TTC23",1
"TUG1",1
"TUSC2",1
"TWF1",1
"TXN2",1
"TXNDC12",1
"TYSND1",1
"TYW3",1
"U2AF2",1
"UBAP2",1
"UBE2I",1
"UBE2W",1
"UBE2Z",1
"UBE3A",1
"UBFD1",1
"UBL4A",1
"UBL5",1
"UBN1",1
"UBQLN1",1
"UBR1",1
"UBR7",1
"UBTF",1
"UBXN2A",1
"UBXN2B",1
"UBXN6",1
"UBXN7",1
"UCKL1",1
